channel names:							
001_-290_290_50 3 - Brücke (V/V) - R0__PXI1Slot2_ai0	001_-290_290_50 3 - Brücke (V/V) - R1__PXI1Slot2_ai1	001_-290_290_50 3 - Brücke (V/V) - R2__PXI1Slot2_ai2	001_-290_290_50 3 - Brücke (V/V) - R3__PXI1Slot2_ai3	001_-290_290_50 3 - Brücke (V/V) - R4__PXI1Slot2_ai4	001_-290_290_50 3 - Brücke (V/V) - R5__PXI1Slot2_ai5	001_-290_290_50 3 - Brücke (V/V) - R6__PXI1Slot2_ai6	001_-290_290_50 3 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154
dt:							
0,020000							
data:							
2,510762E-1	-7,346237E-3	-1,561362E+0	2,700631E-1	-2,987755E-1	-5,324805E-1	-1,063371E-1	-1,543196E-1
2,509331E-1	-7,501209E-3	-1,560634E+0	2,700750E-1	-2,987755E-1	-5,326236E-1	-1,063013E-1	-1,547487E-1
2,505278E-1	-7,823074E-3	-1,569170E+0	2,695981E-1	-2,999080E-1	-5,328739E-1	-1,066113E-1	-1,553329E-1
2,498722E-1	-8,049572E-3	-1,580864E+0	2,690379E-1	-3,012431E-1	-5,332196E-1	-1,069093E-1	-1,555236E-1
2,491688E-1	-8,323753E-3	-1,587027E+0	2,687398E-1	-3,019345E-1	-5,334938E-1	-1,071954E-1	-1,556786E-1
2,493834E-1	-8,240306E-3	-1,583177E+0	2,687041E-1	-3,017915E-1	-5,335534E-1	-1,071239E-1	-1,556905E-1
2,498722E-1	-8,121097E-3	-1,574868E+0	2,691094E-1	-3,010524E-1	-5,332673E-1	-1,070285E-1	-1,554521E-1
2,500391E-1	-8,109176E-3	-1,570386E+0	2,692644E-1	-3,005994E-1	-5,331958E-1	-1,068616E-1	-1,554402E-1
2,496695E-1	-8,287990E-3	-1,572722E+0	2,689783E-1	-3,008974E-1	-5,333865E-1	-1,071120E-1	-1,559051E-1
2,491092E-1	-8,538330E-3	-1,577669E+0	2,687160E-1	-3,015650E-1	-5,336488E-1	-1,071716E-1	-1,559885E-1
2,490020E-1	-8,597934E-3	-1,579386E+0	2,686087E-1	-3,019345E-1	-5,338276E-1	-1,072550E-1	-1,559408E-1
2,491450E-1	-8,729064E-3	-1,578051E+0	2,687637E-1	-3,017438E-1	-5,338395E-1	-1,074219E-1	-1,557263E-1
2,491808E-1	-8,848274E-3	-1,574737E+0	2,687994E-1	-3,012312E-1	-5,337084E-1	-1,071358E-1	-1,554759E-1
2,492404E-1	-8,860195E-3	-1,572698E+0	2,689067E-1	-3,011358E-1	-5,337203E-1	-1,069808E-1	-1,559647E-1
2,490973E-1	-9,039009E-3	-1,573366E+0	2,686564E-1	-3,011597E-1	-5,338276E-1	-1,071120E-1	-1,568707E-1
2,487993E-1	-9,170139E-3	-1,575536E+0	2,685372E-1	-3,014338E-1	-5,340303E-1	-1,071716E-1	-1,562389E-1
2,488231E-1	-9,110534E-3	-1,576191E+0	2,686564E-1	-3,016127E-1	-5,340183E-1	-1,072788E-1	-1,558693E-1
2,489900E-1	-9,110534E-3	-1,577562E+0	2,687994E-1	-3,017438E-1	-5,340779E-1	-1,073146E-1	-1,558693E-1
2,485490E-1	-9,372795E-3	-1,582772E+0	2,686206E-1	-3,021729E-1	-5,342329E-1	-1,075530E-1	-1,560243E-1
2,480721E-1	-9,694660E-3	-1,588959E+0	2,682272E-1	-3,026140E-1	-5,343521E-1	-1,077676E-1	-1,569660E-1
2,481198E-1	-9,611213E-3	-1,590568E+0	2,681795E-1	-3,026021E-1	-5,344475E-1	-1,076722E-1	-1,570137E-1
2,482629E-1	-9,658897E-3	-1,588219E+0	2,683464E-1	-3,022922E-1	-5,343521E-1	-1,076722E-1	-1,563461E-1
2,482748E-1	-9,706581E-3	-1,586455E+0	2,684299E-1	-3,021610E-1	-5,342687E-1	-1,076246E-1	-1,561673E-1
2,481556E-1	-9,658897E-3	-1,584882E+0	2,683941E-1	-3,020657E-1	-5,343164E-1	-1,075053E-1	-1,562746E-1
2,480364E-1	-9,849632E-3	-1,584846E+0	2,684180E-1	-3,019464E-1	-5,343521E-1	-1,072669E-1	-1,562627E-1
2,480721E-1	-9,944999E-3	-1,585048E+0	2,684776E-1	-3,018153E-1	-5,344356E-1	-1,074219E-1	-1,562627E-1
2,481198E-1	-1,001652E-2	-1,586419E+0	2,684657E-1	-3,019941E-1	-5,345429E-1	-1,073504E-1	-1,560600E-1
2,478814E-1	-1,008805E-2	-1,588899E+0	2,684299E-1	-3,021133E-1	-5,345429E-1	-1,071954E-1	-1,560362E-1
2,476787E-1	-1,027879E-2	-1,589984E+0	2,682868E-1	-3,019703E-1	-5,346263E-1	-1,072788E-1	-1,560839E-1
2,477026E-1	-1,035031E-2	-1,589650E+0	2,682630E-1	-3,018272E-1	-5,346859E-1	-1,074338E-1	-1,562031E-1
2,478575E-1	-1,033839E-2	-1,590174E+0	2,684657E-1	-3,018868E-1	-5,346382E-1	-1,074338E-1	-1,559766E-1
2,478814E-1	-1,039799E-2	-1,590854E+0	2,685014E-1	-3,016723E-1	-5,346501E-1	-1,074577E-1	-1,560362E-1
2,478695E-1	-1,026686E-2	-1,591009E+0	2,685610E-1	-3,015292E-1	-5,345786E-1	-1,074219E-1	-1,560600E-1
2,478456E-1	-1,030263E-2	-1,590234E+0	2,685849E-1	-3,013504E-1	-5,345786E-1	-1,072788E-1	-1,558693E-1
2,480483E-1	-1,032647E-2	-1,587623E+0	2,689783E-1	-3,008974E-1	-5,344713E-1	-1,070404E-1	-1,557143E-1
2,484417E-1	-1,013573E-2	-1,582950E+0	2,690855E-1	-3,001822E-1	-5,343044E-1	-1,066709E-1	-1,555474E-1
2,486920E-1	-9,897316E-3	-1,580876E+0	2,693716E-1	-2,998245E-1	-5,340541E-1	-1,066590E-1	-1,552733E-1
2,486324E-1	-9,825790E-3	-1,582867E+0	2,693716E-1	-2,999676E-1	-5,340064E-1	-1,065994E-1	-1,553448E-1
2,485728E-1	-9,897316E-3	-1,587027E+0	2,692286E-1	-3,004206E-1	-5,342091E-1	-1,068735E-1	-1,554521E-1
2,484417E-1	-9,933078E-3	-1,591784E+0	2,691809E-1	-3,008140E-1	-5,343760E-1	-1,068259E-1	-1,554044E-1
2,484774E-1	-9,897316E-3	-1,594287E+0	2,690379E-1	-3,009093E-1	-5,342568E-1	-1,069570E-1	-1,554521E-1
2,485966E-1	-9,730422E-3	-1,592892E+0	2,693597E-1	-3,007544E-1	-5,340899E-1	-1,070524E-1	-1,554521E-1
2,488947E-1	-9,539688E-3	-1,589197E+0	2,695028E-1	-3,002656E-1	-5,339230E-1	-1,068139E-1	-1,552852E-1
2,490496E-1	-9,480083E-3	-1,586872E+0	2,698008E-1	-3,001702E-1	-5,338872E-1	-1,067186E-1	-1,551302E-1
2,491808E-1	-9,468162E-3	-1,587039E+0	2,695743E-1	-3,000987E-1	-5,338038E-1	-1,067543E-1	-1,549991E-1
2,492046E-1	-9,337032E-3	-1,588923E+0	2,696697E-1	-3,001822E-1	-5,338395E-1	-1,066113E-1	-1,549752E-1
2,490854E-1	-9,277427E-3	-1,589888E+0	2,696458E-1	-3,001941E-1	-5,337322E-1	-1,064682E-1	-1,550587E-1
2,492285E-1	-9,229743E-3	-1,590723E+0	2,697173E-1	-3,005279E-1	-5,337799E-1	-1,067066E-1	-1,552613E-1
2,491092E-1	-9,086692E-3	-1,592892E+0	2,697650E-1	-3,007424E-1	-5,336488E-1	-1,065874E-1	-1,552613E-1
2,490377E-1	-9,074771E-3	-1,594526E+0	2,695981E-1	-3,008616E-1	-5,336011E-1	-1,065636E-1	-1,551064E-1
2,491212E-1	-8,991325E-3	-1,594514E+0	2,695385E-1	-3,009809E-1	-5,336130E-1	-1,065994E-1	-1,552137E-1
2,493000E-1	-8,788669E-3	-1,593333E+0	2,696101E-1	-3,009093E-1	-5,336726E-1	-1,066232E-1	-1,552971E-1
2,492285E-1	-8,824432E-3	-1,592642E+0	2,698723E-1	-3,008616E-1	-5,335892E-1	-1,065398E-1	-1,552733E-1
2,494073E-1	-8,717144E-3	-1,592988E+0	2,698366E-1	-3,009332E-1	-5,334700E-1	-1,066470E-1	-1,552852E-1
2,494550E-1	-8,550251E-3	-1,594096E+0	2,698366E-1	-3,011358E-1	-5,333984E-1	-1,066113E-1	-1,552375E-1
2,493119E-1	-8,586013E-3	-1,594645E+0	2,696339E-1	-3,012670E-1	-5,334700E-1	-1,065517E-1	-1,552375E-1
2,493357E-1	-8,454883E-3	-1,594490E+0	2,695743E-1	-3,013623E-1	-5,336369E-1	-1,065517E-1	-1,552375E-1
2,492285E-1	-8,550251E-3	-1,594943E+0	2,693716E-1	-3,014935E-1	-5,335534E-1	-1,068139E-1	-1,554044E-1
2,492046E-1	-8,466804E-3	-1,595730E+0	2,694432E-1	-3,016007E-1	-5,335415E-1	-1,067066E-1	-1,554640E-1
2,491688E-1	-8,442962E-3	-1,596004E+0	2,694074E-1	-3,015888E-1	-5,336130E-1	-1,066828E-1	-1,554402E-1
2,492523E-1	-8,490646E-3	-1,595503E+0	2,696458E-1	-3,016484E-1	-5,335177E-1	-1,066590E-1	-1,553329E-1
2,492285E-1	-8,442962E-3	-1,594597E+0	2,696816E-1	-3,015650E-1	-5,334581E-1	-1,067543E-1	-1,551779E-1
2,493000E-1	-8,502567E-3	-1,594120E+0	2,697650E-1	-3,015292E-1	-5,333627E-1	-1,070047E-1	-1,551779E-1
2,492761E-1	-8,574092E-3	-1,594907E+0	2,698246E-1	-3,016723E-1	-5,334700E-1	-1,068616E-1	-1,553329E-1
2,490854E-1	-8,609855E-3	-1,596516E+0	2,696577E-1	-3,018034E-1	-5,336607E-1	-1,069570E-1	-1,555474E-1
2,490854E-1	-8,514488E-3	-1,598054E+0	2,696220E-1	-3,019822E-1	-5,336011E-1	-1,072312E-1	-1,555355E-1
2,490854E-1	-8,490646E-3	-1,598698E+0	2,696816E-1	-3,019822E-1	-5,335296E-1	-1,070762E-1	-1,554282E-1
2,490735E-1	-8,562171E-3	-1,597589E+0	2,696458E-1	-3,018868E-1	-5,335177E-1	-1,070404E-1	-1,554282E-1
2,491808E-1	-8,419120E-3	-1,595992E+0	2,698366E-1	-3,017915E-1	-5,335534E-1	-1,070762E-1	-1,554282E-1
2,490496E-1	-8,454883E-3	-1,595730E+0	2,697770E-1	-3,016961E-1	-5,335057E-1	-1,070285E-1	-1,554878E-1
2,491331E-1	-8,478725E-3	-1,596600E+0	2,698366E-1	-3,018153E-1	-5,334223E-1	-1,069331E-1	-1,554640E-1
2,490735E-1	-8,502567E-3	-1,597625E+0	2,697412E-1	-3,020537E-1	-5,334223E-1	-1,069808E-1	-1,553686E-1
2,490854E-1	-8,478725E-3	-1,599616E+0	2,695505E-1	-3,023875E-1	-5,336249E-1	-1,069212E-1	-1,554163E-1
2,487874E-1	-8,586013E-3	-1,602215E+0	2,693955E-1	-3,026617E-1	-5,338038E-1	-1,071000E-1	-1,556428E-1
2,486205E-1	-8,538330E-3	-1,603895E+0	2,693001E-1	-3,027332E-1	-5,337918E-1	-1,072073E-1	-1,557620E-1
2,486920E-1	-8,633697E-3	-1,604277E+0	2,693597E-1	-3,028167E-1	-5,337799E-1	-1,070404E-1	-1,557620E-1
2,487993E-1	-8,693302E-3	-1,602834E+0	2,694551E-1	-3,026498E-1	-5,336726E-1	-1,068497E-1	-1,556190E-1
2,488351E-1	-8,574092E-3	-1,600438E+0	2,694908E-1	-3,024829E-1	-5,335653E-1	-1,070285E-1	-1,554521E-1
2,488827E-1	-8,466804E-3	-1,599091E+0	2,695981E-1	-3,023637E-1	-5,336726E-1	-1,070524E-1	-1,553686E-1
2,488589E-1	-8,323753E-3	-1,599520E+0	2,695505E-1	-3,025067E-1	-5,337442E-1	-1,071358E-1	-1,554402E-1
2,487993E-1	-8,490646E-3	-1,601475E+0	2,694789E-1	-3,026617E-1	-5,337203E-1	-1,071596E-1	-1,557382E-1
2,487397E-1	-8,550251E-3	-1,603693E+0	2,693478E-1	-3,028644E-1	-5,338514E-1	-1,071358E-1	-1,557978E-1
2,487635E-1	-8,383358E-3	-1,604515E+0	2,693716E-1	-3,029716E-1	-5,336249E-1	-1,068974E-1	-1,556905E-1
2,486562E-1	-8,252227E-3	-1,603514E+0	2,693120E-1	-3,028167E-1	-5,334938E-1	-1,071120E-1	-1,557143E-1
2,487993E-1	-8,180702E-3	-1,601356E+0	2,692644E-1	-3,026379E-1	-5,335177E-1	-1,070762E-1	-1,555951E-1
2,488470E-1	-7,989967E-3	-1,600069E+0	2,694432E-1	-3,025902E-1	-5,336130E-1	-1,069927E-1	-1,557382E-1
2,488351E-1	-8,061492E-3	-1,601118E+0	2,694908E-1	-3,025902E-1	-5,337084E-1	-1,070762E-1	-1,557978E-1
2,487278E-1	-8,192623E-3	-1,603276E+0	2,694193E-1	-3,028286E-1	-5,335534E-1	-1,069808E-1	-1,557382E-1
2,487397E-1	-8,144939E-3	-1,603597E+0	2,694551E-1	-3,028524E-1	-5,335773E-1	-1,067424E-1	-1,555951E-1
2,489662E-1	-8,144939E-3	-1,602203E+0	2,695862E-1	-3,026855E-1	-5,335653E-1	-1,066351E-1	-1,554282E-1
2,491212E-1	-7,942283E-3	-1,600999E+0	2,696458E-1	-3,024114E-1	-5,334819E-1	-1,067424E-1	-1,554282E-1
2,490377E-1	-7,966125E-3	-1,601583E+0	2,697054E-1	-3,023279E-1	-5,333865E-1	-1,067901E-1	-1,555713E-1
2,489662E-1	-8,013809E-3	-1,603585E+0	2,696220E-1	-3,024710E-1	-5,335296E-1	-1,067901E-1	-1,557024E-1
2,489424E-1	-7,858837E-3	-1,605254E+0	2,696220E-1	-3,025783E-1	-5,336607E-1	-1,067066E-1	-1,556547E-1
2,489900E-1	-7,989967E-3	-1,605695E+0	2,697531E-1	-3,027571E-1	-5,336249E-1	-1,066947E-1	-1,553925E-1
2,490496E-1	-8,121097E-3	-1,605052E+0	2,697889E-1	-3,025902E-1	-5,335773E-1	-1,066947E-1	-1,554521E-1
2,489781E-1	-8,049572E-3	-1,604003E+0	2,698962E-1	-3,024471E-1	-5,335177E-1	-1,068735E-1	-1,554878E-1
2,491569E-1	-8,085334E-3	-1,602489E+0	2,699081E-1	-3,023041E-1	-5,334581E-1	-1,068497E-1	-1,554282E-1
2,492761E-1	-8,001888E-3	-1,601702E+0	2,699796E-1	-3,022445E-1	-5,333627E-1	-1,068735E-1	-1,553805E-1
2,492523E-1	-7,978046E-3	-1,603252E+0	2,698962E-1	-3,024471E-1	-5,333031E-1	-1,068020E-1	-1,552971E-1
2,489662E-1	-7,978046E-3	-1,606125E+0	2,696935E-1	-3,026855E-1	-5,334342E-1	-1,069212E-1	-1,556190E-1
2,487993E-1	-7,966125E-3	-1,607734E+0	2,696458E-1	-3,029955E-1	-5,336130E-1	-1,069689E-1	-1,556190E-1
2,489662E-1	-7,870758E-3	-1,606053E+0	2,696935E-1	-3,029359E-1	-5,335177E-1	-1,067066E-1	-1,556190E-1
2,492046E-1	-7,715786E-3	-1,602310E+0	2,700154E-1	-3,025187E-1	-5,333865E-1	-1,066828E-1	-1,554640E-1
2,493596E-1	-7,691944E-3	-1,600236E+0	2,701703E-1	-3,022922E-1	-5,332792E-1	-1,064682E-1	-1,552137E-1
2,494788E-1	-7,596576E-3	-1,601475E+0	2,702061E-1	-3,023994E-1	-5,331720E-1	-1,067186E-1	-1,552256E-1
2,492165E-1	-7,620418E-3	-1,605207E+0	2,699558E-1	-3,028286E-1	-5,334104E-1	-1,069689E-1	-1,554044E-1
2,488827E-1	-7,584655E-3	-1,608664E+0	2,695862E-1	-3,031743E-1	-5,336488E-1	-1,069927E-1	-1,557859E-1
2,487635E-1	-7,691944E-3	-1,610154E+0	2,696935E-1	-3,034842E-1	-5,337084E-1	-1,070166E-1	-1,559408E-1
2,488827E-1	-7,596576E-3	-1,609784E+0	2,698008E-1	-3,034604E-1	-5,335773E-1	-1,069212E-1	-1,558097E-1
2,490973E-1	-7,560813E-3	-1,607579E+0	2,700750E-1	-3,030193E-1	-5,333984E-1	-1,068259E-1	-1,556190E-1
2,492761E-1	-7,548892E-3	-1,605624E+0	2,701465E-1	-3,028763E-1	-5,333388E-1	-1,065874E-1	-1,554521E-1
2,492046E-1	-7,620418E-3	-1,605409E+0	2,700750E-1	-3,029955E-1	-5,334104E-1	-1,067782E-1	-1,554521E-1
2,491092E-1	-7,763469E-3	-1,606900E+0	2,700154E-1	-3,031028E-1	-5,333984E-1	-1,070404E-1	-1,556905E-1
2,490139E-1	-7,739627E-3	-1,608247E+0	2,699915E-1	-3,033054E-1	-5,333746E-1	-1,070643E-1	-1,557382E-1
2,490735E-1	-7,656181E-3	-1,608986E+0	2,699796E-1	-3,033412E-1	-5,334700E-1	-1,068855E-1	-1,558097E-1
2,491212E-1	-7,691944E-3	-1,609379E+0	2,698604E-1	-3,032935E-1	-5,334461E-1	-1,067901E-1	-1,557739E-1
2,490377E-1	-7,680023E-3	-1,609772E+0	2,697412E-1	-3,034485E-1	-5,335653E-1	-1,070047E-1	-1,556547E-1
2,489781E-1	-7,691944E-3	-1,610404E+0	2,698127E-1	-3,035439E-1	-5,335415E-1	-1,072073E-1	-1,557859E-1
2,490020E-1	-7,620418E-3	-1,610404E+0	2,698127E-1	-3,035439E-1	-5,335415E-1	-1,071835E-1	-1,559528E-1
2,490258E-1	-7,489288E-3	-1,609045E+0	2,700869E-1	-3,034962E-1	-5,335415E-1	-1,071358E-1	-1,559051E-1
2,492165E-1	-7,489288E-3	-1,607770E+0	2,698842E-1	-3,034485E-1	-5,334581E-1	-1,068974E-1	-1,557620E-1
2,491331E-1	-7,560813E-3	-1,608652E+0	2,698962E-1	-3,034485E-1	-5,334104E-1	-1,068616E-1	-1,556666E-1
2,491092E-1	-7,703865E-3	-1,610702E+0	2,697650E-1	-3,036869E-1	-5,335057E-1	-1,068974E-1	-1,558455E-1
2,490377E-1	-7,727706E-3	-1,611596E+0	2,697054E-1	-3,039492E-1	-5,336130E-1	-1,069451E-1	-1,559766E-1
2,490973E-1	-7,620418E-3	-1,610595E+0	2,697293E-1	-3,039134E-1	-5,336249E-1	-1,069570E-1	-1,560481E-1
2,490973E-1	-7,513130E-3	-1,609069E+0	2,697412E-1	-3,037942E-1	-5,335177E-1	-1,069570E-1	-1,560481E-1
2,491450E-1	-7,501209E-3	-1,609927E+0	2,698127E-1	-3,038538E-1	-5,333865E-1	-1,069689E-1	-1,559766E-1
2,490020E-1	-7,572734E-3	-1,613504E+0	2,696935E-1	-3,042114E-1	-5,335773E-1	-1,070762E-1	-1,560839E-1
2,487159E-1	-7,703865E-3	-1,616305E+0	2,695624E-1	-3,044379E-1	-5,336011E-1	-1,071358E-1	-1,562985E-1
2,486086E-1	-7,715786E-3	-1,616758E+0	2,695981E-1	-3,046406E-1	-5,338395E-1	-1,071716E-1	-1,563938E-1
2,487039E-1	-7,620418E-3	-1,615244E+0	2,695385E-1	-3,044141E-1	-5,336607E-1	-1,072788E-1	-1,563104E-1
2,487755E-1	-7,429683E-3	-1,612538E+0	2,697293E-1	-3,041041E-1	-5,335415E-1	-1,070404E-1	-1,561792E-1
2,488589E-1	-7,477367E-3	-1,610273E+0	2,698723E-1	-3,038180E-1	-5,335534E-1	-1,071000E-1	-1,560958E-1
2,488231E-1	-7,548892E-3	-1,610190E+0	2,699438E-1	-3,039015E-1	-5,335057E-1	-1,072431E-1	-1,559885E-1
2,486443E-1	-7,691944E-3	-1,612657E+0	2,697889E-1	-3,042472E-1	-5,335773E-1	-1,072788E-1	-1,561673E-1
2,482509E-1	-7,763469E-3	-1,615733E+0	2,695028E-1	-3,046406E-1	-5,336726E-1	-1,073504E-1	-1,563223E-1
2,482271E-1	-7,834995E-3	-1,617152E+0	2,693836E-1	-3,049505E-1	-5,338157E-1	-1,070881E-1	-1,565369E-1
2,483463E-1	-7,751548E-3	-1,615578E+0	2,694193E-1	-3,045571E-1	-5,338276E-1	-1,072431E-1	-1,564296E-1
2,483582E-1	-7,715786E-3	-1,612169E+0	2,695862E-1	-3,043664E-1	-5,336249E-1	-1,072073E-1	-1,561077E-1
2,485490E-1	-7,644260E-3	-1,608759E+0	2,696697E-1	-3,041399E-1	-5,335534E-1	-1,069927E-1	-1,559528E-1
2,486086E-1	-7,656181E-3	-1,607114E+0	2,697173E-1	-3,039134E-1	-5,335892E-1	-1,070047E-1	-1,559647E-1
2,484536E-1	-7,739627E-3	-1,608688E+0	2,696220E-1	-3,040207E-1	-5,336369E-1	-1,072073E-1	-1,560600E-1
2,482986E-1	-7,906520E-3	-1,612026E+0	2,694670E-1	-3,043545E-1	-5,338395E-1	-1,072908E-1	-1,563581E-1
2,481317E-1	-8,001888E-3	-1,614195E+0	2,693478E-1	-3,046644E-1	-5,338276E-1	-1,073504E-1	-1,563819E-1
2,481436E-1	-7,989967E-3	-1,613575E+0	2,693478E-1	-3,046883E-1	-5,338276E-1	-1,073027E-1	-1,562508E-1
2,483344E-1	-7,823074E-3	-1,610726E+0	2,695862E-1	-3,045452E-1	-5,337322E-1	-1,072908E-1	-1,561792E-1
2,484417E-1	-7,823074E-3	-1,606983E+0	2,697889E-1	-3,040445E-1	-5,337084E-1	-1,070881E-1	-1,559528E-1
2,485370E-1	-7,834995E-3	-1,604742E+0	2,698842E-1	-3,036988E-1	-5,336965E-1	-1,069331E-1	-1,559766E-1
2,485490E-1	-7,954204E-3	-1,605183E+0	2,697889E-1	-3,037107E-1	-5,336369E-1	-1,067543E-1	-1,560243E-1
2,484655E-1	-7,989967E-3	-1,607484E+0	2,698962E-1	-3,038896E-1	-5,338038E-1	-1,066232E-1	-1,560243E-1
2,483225E-1	-8,037651E-3	-1,609772E+0	2,697531E-1	-3,041518E-1	-5,339349E-1	-1,069212E-1	-1,560839E-1
2,482867E-1	-8,121097E-3	-1,611227E+0	2,697889E-1	-3,042591E-1	-5,338872E-1	-1,069927E-1	-1,559647E-1
2,483463E-1	-8,061492E-3	-1,609987E+0	2,700154E-1	-3,039968E-1	-5,338157E-1	-1,068735E-1	-1,559766E-1
2,485728E-1	-7,966125E-3	-1,606816E+0	2,701227E-1	-3,035915E-1	-5,337799E-1	-1,067901E-1	-1,559289E-1
2,486443E-1	-8,085334E-3	-1,604682E+0	2,702896E-1	-3,033889E-1	-5,337322E-1	-1,067662E-1	-1,558812E-1
2,487516E-1	-8,192623E-3	-1,605552E+0	2,703611E-1	-3,034127E-1	-5,337084E-1	-1,067424E-1	-1,556786E-1
2,485609E-1	-8,287990E-3	-1,608056E+0	2,702061E-1	-3,036511E-1	-5,337561E-1	-1,066351E-1	-1,557739E-1
2,484536E-1	-8,276069E-3	-1,609975E+0	2,702657E-1	-3,039611E-1	-5,338157E-1	-1,067901E-1	-1,558216E-1
2,483582E-1	-8,335674E-3	-1,610273E+0	2,702896E-1	-3,040803E-1	-5,338395E-1	-1,067543E-1	-1,559289E-1
2,484655E-1	-8,264148E-3	-1,609474E+0	2,703134E-1	-3,038538E-1	-5,338395E-1	-1,069451E-1	-1,558812E-1
2,485966E-1	-8,133018E-3	-1,608449E+0	2,704803E-1	-3,036511E-1	-5,336607E-1	-1,069570E-1	-1,557739E-1
2,486801E-1	-8,192623E-3	-1,607710E+0	2,703968E-1	-3,035439E-1	-5,336488E-1	-1,067305E-1	-1,557501E-1
2,486324E-1	-8,276069E-3	-1,607686E+0	2,704445E-1	-3,034842E-1	-5,335892E-1	-1,066590E-1	-1,557263E-1
2,485132E-1	-8,180702E-3	-1,608855E+0	2,704445E-1	-3,037823E-1	-5,337918E-1	-1,067424E-1	-1,557859E-1
2,485132E-1	-8,335674E-3	-1,610655E+0	2,703968E-1	-3,038061E-1	-5,338157E-1	-1,067305E-1	-1,558931E-1
2,485132E-1	-8,466804E-3	-1,611727E+0	2,705757E-1	-3,039015E-1	-5,337203E-1	-1,068855E-1	-1,558216E-1
2,486443E-1	-8,407199E-3	-1,611573E+0	2,704445E-1	-3,038657E-1	-5,337322E-1	-1,070285E-1	-1,558574E-1
2,486086E-1	-8,407199E-3	-1,610774E+0	2,706114E-1	-3,037465E-1	-5,336965E-1	-1,067782E-1	-1,556786E-1
2,485966E-1	-8,383358E-3	-1,609820E+0	2,706949E-1	-3,036392E-1	-5,336965E-1	-1,066590E-1	-1,556190E-1
2,487278E-1	-8,299911E-3	-1,609629E+0	2,708022E-1	-3,036631E-1	-5,336488E-1	-1,069451E-1	-1,556786E-1
2,486086E-1	-8,335674E-3	-1,610273E+0	2,706829E-1	-3,037107E-1	-5,337442E-1	-1,068020E-1	-1,558455E-1
2,485132E-1	-8,490646E-3	-1,610988E+0	2,707783E-1	-3,038776E-1	-5,338514E-1	-1,067305E-1	-1,558931E-1
2,486086E-1	-8,395278E-3	-1,611465E+0	2,706472E-1	-3,038776E-1	-5,338157E-1	-1,066590E-1	-1,558455E-1
2,486324E-1	-8,431041E-3	-1,611382E+0	2,707545E-1	-3,038061E-1	-5,337561E-1	-1,067424E-1	-1,555951E-1
2,486324E-1	-8,431041E-3	-1,610988E+0	2,709094E-1	-3,036154E-1	-5,337680E-1	-1,067066E-1	-1,556190E-1
2,487516E-1	-8,466804E-3	-1,610810E+0	2,708022E-1	-3,036750E-1	-5,338634E-1	-1,067662E-1	-1,558097E-1
2,485013E-1	-8,526409E-3	-1,611561E+0	2,708260E-1	-3,039253E-1	-5,339349E-1	-1,068616E-1	-1,558216E-1
2,484298E-1	-8,442962E-3	-1,611739E+0	2,706949E-1	-3,039730E-1	-5,338634E-1	-1,069689E-1	-1,556547E-1
2,485609E-1	-8,407199E-3	-1,611167E+0	2,708737E-1	-3,039134E-1	-5,337799E-1	-1,068855E-1	-1,556786E-1
2,486920E-1	-8,550251E-3	-1,610237E+0	2,708260E-1	-3,037227E-1	-5,337799E-1	-1,067662E-1	-1,558216E-1
2,486562E-1	-8,490646E-3	-1,609010E+0	2,708975E-1	-3,036392E-1	-5,337442E-1	-1,068497E-1	-1,557859E-1
2,485728E-1	-8,383358E-3	-1,608104E+0	2,710167E-1	-3,035200E-1	-5,338634E-1	-1,069331E-1	-1,557739E-1
2,486205E-1	-8,442962E-3	-1,607746E+0	2,708975E-1	-3,033770E-1	-5,337442E-1	-1,068974E-1	-1,557263E-1
2,487278E-1	-8,347595E-3	-1,608223E+0	2,709810E-1	-3,034962E-1	-5,337203E-1	-1,068139E-1	-1,555951E-1
2,486920E-1	-8,359516E-3	-1,610094E+0	2,708141E-1	-3,036154E-1	-5,337203E-1	-1,067782E-1	-1,557620E-1
2,484298E-1	-8,407199E-3	-1,612180E+0	2,707068E-1	-3,040565E-1	-5,338634E-1	-1,071716E-1	-1,559528E-1
2,483105E-1	-8,442962E-3	-1,613003E+0	2,706710E-1	-3,041757E-1	-5,338276E-1	-1,072908E-1	-1,560481E-1
2,483821E-1	-8,383358E-3	-1,612288E+0	2,708379E-1	-3,040922E-1	-5,338514E-1	-1,072073E-1	-1,559528E-1
2,486324E-1	-8,204544E-3	-1,610690E+0	2,708379E-1	-3,038657E-1	-5,336965E-1	-1,072073E-1	-1,558693E-1
2,486443E-1	-8,085334E-3	-1,609343E+0	2,708141E-1	-3,035796E-1	-5,336130E-1	-1,070881E-1	-1,558335E-1
2,485370E-1	-8,228385E-3	-1,609343E+0	2,708618E-1	-3,036154E-1	-5,335892E-1	-1,069808E-1	-1,557501E-1
2,486086E-1	-8,252227E-3	-1,610082E+0	2,707187E-1	-3,037584E-1	-5,336249E-1	-1,071120E-1	-1,557501E-1
