channel names:							
022_290_232_50 1 - Brücke (V/V) - R0__PXI1Slot2_ai0	022_290_232_50 1 - Brücke (V/V) - R1__PXI1Slot2_ai1	022_290_232_50 1 - Brücke (V/V) - R2__PXI1Slot2_ai2	022_290_232_50 1 - Brücke (V/V) - R3__PXI1Slot2_ai3	022_290_232_50 1 - Brücke (V/V) - R4__PXI1Slot2_ai4	022_290_232_50 1 - Brücke (V/V) - R5__PXI1Slot2_ai5	022_290_232_50 1 - Brücke (V/V) - R6__PXI1Slot2_ai6	022_290_232_50 1 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185
dt:							
0,020000							
data:							
2,637720E-1	-1,159009E-2	-7,634223E-1	1,714651E-1	-1,431848E+0	-4,866446E-1	-1,418257E-1	-1,436027E-1
2,637958E-1	-1,170930E-2	-7,636368E-1	1,713220E-1	-1,432968E+0	-4,867042E-1	-1,416707E-1	-1,436265E-1
2,637601E-1	-1,168545E-2	-7,637322E-1	1,714174E-1	-1,433934E+0	-4,867638E-1	-1,418376E-1	-1,436027E-1
2,637839E-1	-1,172122E-2	-7,635772E-1	1,714889E-1	-1,433088E+0	-4,867399E-1	-1,416588E-1	-1,436265E-1
2,637601E-1	-1,170930E-2	-7,633627E-1	1,713935E-1	-1,431502E+0	-4,866088E-1	-1,416469E-1	-1,436265E-1
2,639150E-1	-1,157817E-2	-7,632911E-1	1,714651E-1	-1,431514E+0	-4,864777E-1	-1,415992E-1	-1,434835E-1
2,638316E-1	-1,153048E-2	-7,633031E-1	1,715604E-1	-1,432647E+0	-4,864658E-1	-1,415634E-1	-1,435073E-1
2,637362E-1	-1,156625E-2	-7,634699E-1	1,715127E-1	-1,434852E+0	-4,865492E-1	-1,416588E-1	-1,436861E-1
2,638077E-1	-1,162585E-2	-7,635772E-1	1,712862E-1	-1,437296E+0	-4,866207E-1	-1,419688E-1	-1,437934E-1
2,636885E-1	-1,166161E-2	-7,638037E-1	1,713697E-1	-1,439036E+0	-4,866446E-1	-1,420880E-1	-1,437934E-1
2,636409E-1	-1,170930E-2	-7,638157E-1	1,711909E-1	-1,439692E+0	-4,867161E-1	-1,421595E-1	-1,438530E-1
2,637720E-1	-1,160201E-2	-7,636845E-1	1,712743E-1	-1,440264E+0	-4,865730E-1	-1,420284E-1	-1,437815E-1
2,637005E-1	-1,162585E-2	-7,637560E-1	1,714412E-1	-1,440491E+0	-4,865373E-1	-1,421595E-1	-1,437576E-1
2,635932E-1	-1,175698E-2	-7,637560E-1	1,712862E-1	-1,440634E+0	-4,866684E-1	-1,423502E-1	-1,438769E-1
2,636528E-1	-1,175698E-2	-7,638395E-1	1,713101E-1	-1,440944E+0	-4,866565E-1	-1,424933E-1	-1,439007E-1
2,635693E-1	-1,178082E-2	-7,637680E-1	1,714174E-1	-1,439704E+0	-4,867042E-1	-1,423264E-1	-1,438530E-1
2,636170E-1	-1,174506E-2	-7,637560E-1	1,715485E-1	-1,438083E+0	-4,865611E-1	-1,422668E-1	-1,438411E-1
2,637720E-1	-1,180466E-2	-7,637203E-1	1,715366E-1	-1,437379E+0	-4,866684E-1	-1,422310E-1	-1,436623E-1
2,638197E-1	-1,180466E-2	-7,637799E-1	1,716677E-1	-1,436795E+0	-4,865969E-1	-1,420880E-1	-1,436861E-1
2,637481E-1	-1,185235E-2	-7,637918E-1	1,717750E-1	-1,435615E+0	-4,865850E-1	-1,420760E-1	-1,436265E-1
2,637958E-1	-1,187619E-2	-7,637203E-1	1,717750E-1	-1,435341E+0	-4,865611E-1	-1,420284E-1	-1,435311E-1
2,637720E-1	-1,193579E-2	-7,637799E-1	1,717988E-1	-1,436127E+0	-4,865850E-1	-1,422906E-1	-1,435192E-1
2,637005E-1	-1,191195E-2	-7,636964E-1	1,719300E-1	-1,435543E+0	-4,867161E-1	-1,420880E-1	-1,435192E-1
2,638554E-1	-1,180466E-2	-7,636488E-1	1,720134E-1	-1,434375E+0	-4,866326E-1	-1,421356E-1	-1,434835E-1
2,639031E-1	-1,178082E-2	-7,637084E-1	1,720253E-1	-1,433195E+0	-4,866207E-1	-1,421356E-1	-1,434835E-1
2,637839E-1	-1,186427E-2	-7,637918E-1	1,720969E-1	-1,433517E+0	-4,866326E-1	-1,421595E-1	-1,436265E-1
2,637362E-1	-1,192387E-2	-7,639229E-1	1,719896E-1	-1,435293E+0	-4,867757E-1	-1,423502E-1	-1,437100E-1
2,637005E-1	-1,211461E-2	-7,641614E-1	1,718823E-1	-1,437987E+0	-4,869426E-1	-1,427078E-1	-1,438769E-1
2,635455E-1	-1,220998E-2	-7,643163E-1	1,718823E-1	-1,440610E+0	-4,871452E-1	-1,429820E-1	-1,439961E-1
2,635455E-1	-1,222190E-2	-7,643402E-1	1,717154E-1	-1,441790E+0	-4,871214E-1	-1,429940E-1	-1,440080E-1
2,635813E-1	-1,213845E-2	-7,642090E-1	1,716558E-1	-1,440216E+0	-4,870141E-1	-1,427794E-1	-1,439722E-1
2,635932E-1	-1,207885E-2	-7,640898E-1	1,717869E-1	-1,437391E+0	-4,868830E-1	-1,427913E-1	-1,438769E-1
2,636766E-1	-1,198348E-2	-7,640302E-1	1,720253E-1	-1,435591E+0	-4,866922E-1	-1,425648E-1	-1,437815E-1
2,637005E-1	-1,181659E-2	-7,638753E-1	1,721088E-1	-1,434435E+0	-4,867638E-1	-1,423741E-1	-1,435431E-1
2,638197E-1	-1,180466E-2	-7,637799E-1	1,721922E-1	-1,434685E+0	-4,867042E-1	-1,422787E-1	-1,436504E-1
2,638554E-1	-1,178082E-2	-7,637799E-1	1,719896E-1	-1,435710E+0	-4,866922E-1	-1,424694E-1	-1,436980E-1
2,637362E-1	-1,187619E-2	-7,638633E-1	1,719180E-1	-1,436962E+0	-4,866803E-1	-1,425886E-1	-1,437815E-1
2,636409E-1	-1,192387E-2	-7,639110E-1	1,719777E-1	-1,438226E+0	-4,867876E-1	-1,426244E-1	-1,437815E-1
2,636885E-1	-1,204308E-2	-7,639587E-1	1,720611E-1	-1,438929E+0	-4,866922E-1	-1,426363E-1	-1,436504E-1
2,637005E-1	-1,190003E-2	-7,639110E-1	1,720134E-1	-1,439334E+0	-4,866326E-1	-1,427555E-1	-1,437219E-1
2,638674E-1	-1,184043E-2	-7,639229E-1	1,720492E-1	-1,439489E+0	-4,866565E-1	-1,426482E-1	-1,435550E-1
2,638793E-1	-1,199540E-2	-7,639825E-1	1,719300E-1	-1,439692E+0	-4,867042E-1	-1,426482E-1	-1,435788E-1
2,635932E-1	-1,194772E-2	-7,640422E-1	1,717750E-1	-1,440240E+0	-4,868830E-1	-1,427913E-1	-1,437934E-1
2,635455E-1	-1,206692E-2	-7,640660E-1	1,718942E-1	-1,440753E+0	-4,867995E-1	-1,429701E-1	-1,438172E-1
2,636170E-1	-1,210269E-2	-7,641137E-1	1,718227E-1	-1,441659E+0	-4,867876E-1	-1,430774E-1	-1,438649E-1
2,635813E-1	-1,186427E-2	-7,640541E-1	1,719180E-1	-1,442553E+0	-4,868949E-1	-1,430297E-1	-1,438053E-1
2,636528E-1	-1,210269E-2	-7,641018E-1	1,718942E-1	-1,443673E+0	-4,868830E-1	-1,429820E-1	-1,438053E-1
2,638077E-1	-1,203116E-2	-7,641852E-1	1,718942E-1	-1,444341E+0	-4,868830E-1	-1,432801E-1	-1,438888E-1
2,635693E-1	-1,209077E-2	-7,641852E-1	1,717988E-1	-1,444711E+0	-4,869187E-1	-1,432085E-1	-1,438769E-1
2,635693E-1	-1,215037E-2	-7,640898E-1	1,717869E-1	-1,445152E+0	-4,869426E-1	-1,430536E-1	-1,439603E-1
2,635574E-1	-1,213845E-2	-7,641733E-1	1,717512E-1	-1,445617E+0	-4,868830E-1	-1,429940E-1	-1,439365E-1
2,635336E-1	-1,218613E-2	-7,641733E-1	1,718346E-1	-1,445855E+0	-4,869307E-1	-1,430178E-1	-1,438649E-1
2,637481E-1	-1,220998E-2	-7,641494E-1	1,719180E-1	-1,446189E+0	-4,868472E-1	-1,430178E-1	-1,437338E-1
2,637839E-1	-1,218613E-2	-7,640898E-1	1,718584E-1	-1,447107E+0	-4,868353E-1	-1,431847E-1	-1,437219E-1
2,635574E-1	-1,219805E-2	-7,641256E-1	1,718704E-1	-1,447130E+0	-4,869664E-1	-1,432085E-1	-1,436861E-1
2,635336E-1	-1,224574E-2	-7,641375E-1	1,719419E-1	-1,446725E+0	-4,868830E-1	-1,431251E-1	-1,438292E-1
2,637124E-1	-1,212653E-2	-7,638872E-1	1,721207E-1	-1,445926E+0	-4,867280E-1	-1,431251E-1	-1,437338E-1
2,637124E-1	-1,201924E-2	-7,638991E-1	1,721684E-1	-1,444711E+0	-4,866803E-1	-1,430893E-1	-1,437219E-1
2,638197E-1	-1,200732E-2	-7,638991E-1	1,720253E-1	-1,443697E+0	-4,866684E-1	-1,431966E-1	-1,436504E-1
2,637601E-1	-1,206692E-2	-7,639468E-1	1,721088E-1	-1,444079E+0	-4,867399E-1	-1,432801E-1	-1,436146E-1
2,636409E-1	-1,229342E-2	-7,641971E-1	1,718227E-1	-1,445676E+0	-4,868472E-1	-1,433635E-1	-1,438411E-1
2,636170E-1	-1,234111E-2	-7,642210E-1	1,717392E-1	-1,448168E+0	-4,868949E-1	-1,436973E-1	-1,438769E-1
2,636766E-1	-1,231726E-2	-7,642806E-1	1,718227E-1	-1,449705E+0	-4,869545E-1	-1,436138E-1	-1,438888E-1
2,635574E-1	-1,225766E-2	-7,642925E-1	1,718108E-1	-1,450325E+0	-4,868591E-1	-1,436854E-1	-1,439126E-1
2,636528E-1	-1,234111E-2	-7,642806E-1	1,717988E-1	-1,450003E+0	-4,868711E-1	-1,435900E-1	-1,437815E-1
2,637124E-1	-1,237687E-2	-7,643163E-1	1,716796E-1	-1,450063E+0	-4,868591E-1	-1,434827E-1	-1,437576E-1
2,634740E-1	-1,242455E-2	-7,644236E-1	1,716796E-1	-1,450075E+0	-4,868353E-1	-1,435423E-1	-1,440080E-1
2,635097E-1	-1,230534E-2	-7,643521E-1	1,717512E-1	-1,449813E+0	-4,868472E-1	-1,435781E-1	-1,439245E-1
2,637124E-1	-1,226958E-2	-7,643044E-1	1,718465E-1	-1,448633E+0	-4,867995E-1	-1,434589E-1	-1,438292E-1
2,636766E-1	-1,211461E-2	-7,643283E-1	1,719180E-1	-1,447727E+0	-4,867399E-1	-1,432085E-1	-1,437576E-1
2,637362E-1	-1,217421E-2	-7,642329E-1	1,720730E-1	-1,448406E+0	-4,867042E-1	-1,430655E-1	-1,437457E-1
2,637839E-1	-1,216229E-2	-7,642567E-1	1,719657E-1	-1,449932E+0	-4,867638E-1	-1,431966E-1	-1,437815E-1
2,636289E-1	-1,219805E-2	-7,643521E-1	1,717869E-1	-1,451494E+0	-4,868472E-1	-1,434589E-1	-1,439126E-1
2,636766E-1	-1,226958E-2	-7,644713E-1	1,717988E-1	-1,453294E+0	-4,869545E-1	-1,436019E-1	-1,440080E-1
2,635813E-1	-1,220998E-2	-7,646382E-1	1,718108E-1	-1,454974E+0	-4,870380E-1	-1,436615E-1	-1,440914E-1
2,635097E-1	-1,236495E-2	-7,646740E-1	1,715247E-1	-1,457895E+0	-4,870618E-1	-1,439476E-1	-1,441272E-1
2,634263E-1	-1,242455E-2	-7,648647E-1	1,712982E-1	-1,460375E+0	-4,870260E-1	-1,441264E-1	-1,442345E-1
2,634144E-1	-1,244839E-2	-7,648766E-1	1,712028E-1	-1,461352E+0	-4,870380E-1	-1,441384E-1	-1,442464E-1
2,634024E-1	-1,244839E-2	-7,647574E-1	1,712386E-1	-1,460446E+0	-4,870260E-1	-1,439953E-1	-1,441630E-1
2,635455E-1	-1,223382E-2	-7,646501E-1	1,714889E-1	-1,459552E+0	-4,869426E-1	-1,437927E-1	-1,441272E-1
2,636528E-1	-1,210269E-2	-7,643879E-1	1,715723E-1	-1,458813E+0	-4,869187E-1	-1,435900E-1	-1,441033E-1
2,636289E-1	-1,206692E-2	-7,644832E-1	1,715247E-1	-1,458420E+0	-4,868711E-1	-1,435423E-1	-1,439722E-1
2,635813E-1	-1,203116E-2	-7,646501E-1	1,714770E-1	-1,458682E+0	-4,868949E-1	-1,439834E-1	-1,440557E-1
2,634501E-1	-1,220998E-2	-7,648528E-1	1,712982E-1	-1,459886E+0	-4,869068E-1	-1,439595E-1	-1,440914E-1
2,633786E-1	-1,206692E-2	-7,647216E-1	1,713816E-1	-1,461042E+0	-4,868472E-1	-1,439238E-1	-1,441391E-1
2,635097E-1	-1,216229E-2	-7,646620E-1	1,713697E-1	-1,460732E+0	-4,868591E-1	-1,437927E-1	-1,441868E-1
2,635813E-1	-1,209077E-2	-7,647574E-1	1,713339E-1	-1,460995E+0	-4,867519E-1	-1,436138E-1	-1,442226E-1
2,635574E-1	-1,211461E-2	-7,646859E-1	1,713339E-1	-1,462485E+0	-4,867638E-1	-1,437330E-1	-1,442345E-1
2,634263E-1	-1,206692E-2	-7,648289E-1	1,711313E-1	-1,465071E+0	-4,868711E-1	-1,438642E-1	-1,442941E-1
2,633786E-1	-1,222190E-2	-7,648885E-1	1,709525E-1	-1,467396E+0	-4,868830E-1	-1,442218E-1	-1,444729E-1
2,634144E-1	-1,219805E-2	-7,649958E-1	1,709882E-1	-1,470066E+0	-4,869307E-1	-1,443887E-1	-1,444491E-1
2,634382E-1	-1,211461E-2	-7,650554E-1	1,710597E-1	-1,472558E+0	-4,869545E-1	-1,443410E-1	-1,444610E-1
2,634382E-1	-1,222190E-2	-7,649481E-1	1,710001E-1	-1,474298E+0	-4,868949E-1	-1,443768E-1	-1,444729E-1
2,634144E-1	-1,222190E-2	-7,650077E-1	1,709525E-1	-1,476075E+0	-4,868591E-1	-1,442933E-1	-1,444610E-1
2,632832E-1	-1,223382E-2	-7,651270E-1	1,708571E-1	-1,477934E+0	-4,868711E-1	-1,445079E-1	-1,444729E-1
2,632117E-1	-1,215037E-2	-7,651031E-1	1,708332E-1	-1,479555E+0	-4,869307E-1	-1,447225E-1	-1,445683E-1
2,633309E-1	-1,219805E-2	-7,651031E-1	1,708571E-1	-1,481618E+0	-4,869664E-1	-1,446986E-1	-1,445087E-1
2,633667E-1	-1,210269E-2	-7,650793E-1	1,708213E-1	-1,482822E+0	-4,868949E-1	-1,446748E-1	-1,444848E-1
2,633667E-1	-1,222190E-2	-7,651627E-1	1,709048E-1	-1,484050E+0	-4,868949E-1	-1,445794E-1	-1,444967E-1
2,633309E-1	-1,209077E-2	-7,650197E-1	1,707856E-1	-1,484622E+0	-4,869307E-1	-1,446629E-1	-1,445921E-1
2,633428E-1	-1,205500E-2	-7,648885E-1	1,708809E-1	-1,483787E+0	-4,868472E-1	-1,444483E-1	-1,444967E-1
2,634144E-1	-1,199540E-2	-7,649243E-1	1,709882E-1	-1,482834E+0	-4,867161E-1	-1,444245E-1	-1,443656E-1
2,636766E-1	-1,182851E-2	-7,648409E-1	1,710359E-1	-1,481379E+0	-4,866565E-1	-1,441622E-1	-1,442702E-1
2,637362E-1	-1,174506E-2	-7,647574E-1	1,711193E-1	-1,480354E+0	-4,866207E-1	-1,439715E-1	-1,441987E-1
2,636766E-1	-1,181659E-2	-7,647336E-1	1,709644E-1	-1,480366E+0	-4,865492E-1	-1,442814E-1	-1,442464E-1
2,635336E-1	-1,199540E-2	-7,649005E-1	1,709763E-1	-1,482011E+0	-4,866684E-1	-1,441622E-1	-1,442822E-1
2,635216E-1	-1,212653E-2	-7,650077E-1	1,708690E-1	-1,483430E+0	-4,868115E-1	-1,444483E-1	-1,443418E-1
2,634501E-1	-1,222190E-2	-7,650197E-1	1,709048E-1	-1,483871E+0	-4,868949E-1	-1,445794E-1	-1,443179E-1
2,635574E-1	-1,217421E-2	-7,649839E-1	1,708809E-1	-1,484157E+0	-4,869307E-1	-1,444960E-1	-1,443179E-1
2,635813E-1	-1,223382E-2	-7,651389E-1	1,709167E-1	-1,485099E+0	-4,870141E-1	-1,445914E-1	-1,443537E-1
2,634620E-1	-1,226958E-2	-7,653058E-1	1,708928E-1	-1,486434E+0	-4,870618E-1	-1,447225E-1	-1,444133E-1
2,633548E-1	-1,231726E-2	-7,653773E-1	1,708213E-1	-1,488067E+0	-4,871333E-1	-1,449728E-1	-1,444133E-1
2,632713E-1	-1,244839E-2	-7,654965E-1	1,708213E-1	-1,489664E+0	-4,871929E-1	-1,451993E-1	-1,444729E-1
2,632594E-1	-1,230534E-2	-7,655800E-1	1,708690E-1	-1,489915E+0	-4,871333E-1	-1,450444E-1	-1,445206E-1
2,633905E-1	-1,237687E-2	-7,654131E-1	1,709644E-1	-1,490308E+0	-4,871572E-1	-1,449967E-1	-1,446040E-1
2,634740E-1	-1,229342E-2	-7,654131E-1	1,709405E-1	-1,489962E+0	-4,871095E-1	-1,448775E-1	-1,446279E-1
2,634859E-1	-1,231726E-2	-7,653177E-1	1,708690E-1	-1,488520E+0	-4,870380E-1	-1,446748E-1	-1,445087E-1
2,633071E-1	-1,218613E-2	-7,652938E-1	1,709882E-1	-1,487650E+0	-4,869784E-1	-1,446748E-1	-1,444252E-1
2,633667E-1	-1,226958E-2	-7,652700E-1	1,709882E-1	-1,488878E+0	-4,869664E-1	-1,446986E-1	-1,443656E-1
2,634382E-1	-1,229342E-2	-7,652938E-1	1,709048E-1	-1,490105E+0	-4,869545E-1	-1,448655E-1	-1,445206E-1
2,634263E-1	-1,243647E-2	-7,653892E-1	1,708452E-1	-1,491500E+0	-4,870260E-1	-1,449609E-1	-1,445563E-1
2,633071E-1	-1,236495E-2	-7,654369E-1	1,709286E-1	-1,492502E+0	-4,870737E-1	-1,450801E-1	-1,445683E-1
2,631283E-1	-1,247224E-2	-7,655323E-1	1,709286E-1	-1,492287E+0	-4,871333E-1	-1,451636E-1	-1,446159E-1
2,632236E-1	-1,249608E-2	-7,654011E-1	1,709286E-1	-1,492430E+0	-4,871810E-1	-1,450324E-1	-1,445563E-1
2,634263E-1	-1,236495E-2	-7,653058E-1	1,710240E-1	-1,491286E+0	-4,871452E-1	-1,451278E-1	-1,444491E-1
2,634501E-1	-1,230534E-2	-7,652700E-1	1,711670E-1	-1,489891E+0	-4,871214E-1	-1,450086E-1	-1,444729E-1
2,633309E-1	-1,206692E-2	-7,651508E-1	1,712028E-1	-1,487161E+0	-4,870380E-1	-1,449371E-1	-1,443775E-1
2,633667E-1	-1,223382E-2	-7,652938E-1	1,712624E-1	-1,487674E+0	-4,870618E-1	-1,449847E-1	-1,444371E-1
2,632713E-1	-1,226958E-2	-7,653654E-1	1,712028E-1	-1,490094E+0	-4,870856E-1	-1,452232E-1	-1,444967E-1
2,633071E-1	-1,228150E-2	-7,653415E-1	1,710836E-1	-1,491023E+0	-4,871572E-1	-1,451636E-1	-1,444729E-1
2,633905E-1	-1,232919E-2	-7,652938E-1	1,711074E-1	-1,491274E+0	-4,872048E-1	-1,452351E-1	-1,444252E-1
2,632832E-1	-1,237687E-2	-7,652342E-1	1,712386E-1	-1,490392E+0	-4,870976E-1	-1,452589E-1	-1,445206E-1
2,632713E-1	-1,236495E-2	-7,652462E-1	1,714412E-1	-1,488282E+0	-4,871333E-1	-1,453185E-1	-1,445087E-1
2,632713E-1	-1,232919E-2	-7,650912E-1	1,714174E-1	-1,486386E+0	-4,870022E-1	-1,449251E-1	-1,443418E-1
2,634382E-1	-1,220998E-2	-7,649720E-1	1,715843E-1	-1,486088E+0	-4,868472E-1	-1,447940E-1	-1,442226E-1
2,634620E-1	-1,219805E-2	-7,650197E-1	1,715962E-1	-1,487697E+0	-4,869545E-1	-1,449609E-1	-1,440914E-1
2,634859E-1	-1,240071E-2	-7,651150E-1	1,715604E-1	-1,490248E+0	-4,870141E-1	-1,451636E-1	-1,442464E-1
2,633905E-1	-1,235303E-2	-7,652700E-1	1,713816E-1	-1,492144E+0	-4,870856E-1	-1,454735E-1	-1,444491E-1
2,631163E-1	-1,241263E-2	-7,653535E-1	1,714293E-1	-1,492919E+0	-4,870618E-1	-1,453901E-1	-1,445683E-1
2,631640E-1	-1,224574E-2	-7,652223E-1	1,715127E-1	-1,491941E+0	-4,869545E-1	-1,453901E-1	-1,444729E-1
2,634382E-1	-1,215037E-2	-7,650435E-1	1,716677E-1	-1,490368E+0	-4,868830E-1	-1,450324E-1	-1,442106E-1
2,634740E-1	-1,213845E-2	-7,648647E-1	1,717869E-1	-1,489521E+0	-4,867638E-1	-1,449371E-1	-1,441749E-1
2,635097E-1	-1,220998E-2	-7,648647E-1	1,717392E-1	-1,489760E+0	-4,866684E-1	-1,450324E-1	-1,441868E-1
2,634144E-1	-1,220998E-2	-7,649243E-1	1,716439E-1	-1,490642E+0	-4,867757E-1	-1,451636E-1	-1,442583E-1
2,633786E-1	-1,215037E-2	-7,650793E-1	1,716558E-1	-1,491727E+0	-4,867399E-1	-1,452351E-1	-1,444967E-1
2,633548E-1	-1,225766E-2	-7,649720E-1	1,716796E-1	-1,492609E+0	-4,867995E-1	-1,452708E-1	-1,443895E-1
2,636170E-1	-1,229342E-2	-7,649243E-1	1,717273E-1	-1,492204E+0	-4,868472E-1	-1,452708E-1	-1,442464E-1
2,635813E-1	-1,226958E-2	-7,649362E-1	1,718346E-1	-1,491309E+0	-4,867280E-1	-1,453781E-1	-1,442464E-1
2,634501E-1	-1,210269E-2	-7,649601E-1	1,719180E-1	-1,491369E+0	-4,867638E-1	-1,452708E-1	-1,442941E-1
2,634501E-1	-1,225766E-2	-7,650316E-1	1,718584E-1	-1,491762E+0	-4,867757E-1	-1,453543E-1	-1,443418E-1
2,634620E-1	-1,230534E-2	-7,650197E-1	1,719419E-1	-1,491667E+0	-4,867757E-1	-1,453901E-1	-1,443537E-1
2,635574E-1	-1,204308E-2	-7,648766E-1	1,720253E-1	-1,490725E+0	-4,866565E-1	-1,453066E-1	-1,443179E-1
2,636170E-1	-1,205500E-2	-7,648170E-1	1,720015E-1	-1,489354E+0	-4,866207E-1	-1,451636E-1	-1,442345E-1
2,636766E-1	-1,213845E-2	-7,648409E-1	1,721207E-1	-1,489033E+0	-4,864777E-1	-1,450086E-1	-1,442345E-1
2,635693E-1	-1,212653E-2	-7,648885E-1	1,720253E-1	-1,489354E+0	-4,865373E-1	-1,452708E-1	-1,442822E-1
2,634978E-1	-1,215037E-2	-7,651150E-1	1,720134E-1	-1,490296E+0	-4,865730E-1	-1,455212E-1	-1,444014E-1
2,636170E-1	-1,206692E-2	-7,650793E-1	1,719538E-1	-1,490403E+0	-4,865254E-1	-1,456762E-1	-1,444967E-1
2,636409E-1	-1,217421E-2	-7,649362E-1	1,719896E-1	-1,488460E+0	-4,865492E-1	-1,454377E-1	-1,443179E-1
2,638197E-1	-1,187619E-2	-7,647336E-1	1,720969E-1	-1,484741E+0	-4,863823E-1	-1,452232E-1	-1,441391E-1
2,638316E-1	-1,182851E-2	-7,645190E-1	1,721326E-1	-1,481987E+0	-4,862393E-1	-1,450324E-1	-1,440080E-1
2,636885E-1	-1,184043E-2	-7,646024E-1	1,722161E-1	-1,482083E+0	-4,862750E-1	-1,449490E-1	-1,441272E-1
2,636409E-1	-1,198348E-2	-7,647097E-1	1,720253E-1	-1,484264E+0	-4,864061E-1	-1,453066E-1	-1,443179E-1
2,635455E-1	-1,217421E-2	-7,649005E-1	1,719657E-1	-1,487709E+0	-4,865969E-1	-1,455331E-1	-1,443418E-1
2,635455E-1	-1,213845E-2	-7,651150E-1	1,719538E-1	-1,488925E+0	-4,867161E-1	-1,457238E-1	-1,444371E-1
2,635455E-1	-1,222190E-2	-7,651508E-1	1,720611E-1	-1,487066E+0	-4,866446E-1	-1,456762E-1	-1,444133E-1
2,635932E-1	-1,210269E-2	-7,649362E-1	1,721684E-1	-1,484765E+0	-4,865254E-1	-1,456762E-1	-1,442583E-1
2,636766E-1	-1,199540E-2	-7,648647E-1	1,722161E-1	-1,483167E+0	-4,864777E-1	-1,454616E-1	-1,442345E-1
2,636051E-1	-1,192387E-2	-7,648647E-1	1,722876E-1	-1,481713E+0	-4,863823E-1	-1,454258E-1	-1,441510E-1
2,637243E-1	-1,198348E-2	-7,648051E-1	1,722995E-1	-1,481916E+0	-4,864300E-1	-1,454139E-1	-1,442583E-1
2,637481E-1	-1,204308E-2	-7,649124E-1	1,721445E-1	-1,483465E+0	-4,864777E-1	-1,456166E-1	-1,442822E-1
2,636647E-1	-1,207885E-2	-7,651031E-1	1,719896E-1	-1,485361E+0	-4,865850E-1	-1,458788E-1	-1,443179E-1
2,636289E-1	-1,206692E-2	-7,651508E-1	1,720134E-1	-1,485087E+0	-4,867280E-1	-1,459027E-1	-1,443775E-1
2,635574E-1	-1,207885E-2	-7,650793E-1	1,720969E-1	-1,483251E+0	-4,865373E-1	-1,457596E-1	-1,443537E-1
2,635932E-1	-1,199540E-2	-7,648885E-1	1,723949E-1	-1,480867E+0	-4,865134E-1	-1,455450E-1	-1,442106E-1
2,638554E-1	-1,190003E-2	-7,648885E-1	1,723353E-1	-1,480366E+0	-4,865015E-1	-1,452708E-1	-1,441630E-1
2,638554E-1	-1,198348E-2	-7,650197E-1	1,722161E-1	-1,481224E+0	-4,864538E-1	-1,454616E-1	-1,441868E-1
2,636766E-1	-1,203116E-2	-7,651031E-1	1,722041E-1	-1,482369E+0	-4,866207E-1	-1,457119E-1	-1,442583E-1
2,635216E-1	-1,215037E-2	-7,651389E-1	1,721207E-1	-1,484431E+0	-4,866803E-1	-1,456285E-1	-1,444014E-1
2,634978E-1	-1,224574E-2	-7,651866E-1	1,720134E-1	-1,486779E+0	-4,867399E-1	-1,459980E-1	-1,444967E-1
2,635932E-1	-1,229342E-2	-7,653415E-1	1,719180E-1	-1,488055E+0	-4,867876E-1	-1,463676E-1	-1,445683E-1
2,637124E-1	-1,231726E-2	-7,653892E-1	1,719896E-1	-1,487769E+0	-4,867280E-1	-1,461530E-1	-1,445921E-1
2,636885E-1	-1,230534E-2	-7,652342E-1	1,721565E-1	-1,486136E+0	-4,866446E-1	-1,460099E-1	-1,444848E-1
2,636528E-1	-1,218613E-2	-7,652223E-1	1,720969E-1	-1,485289E+0	-4,865730E-1	-1,459146E-1	-1,444491E-1
2,637124E-1	-1,211461E-2	-7,651985E-1	1,721207E-1	-1,485754E+0	-4,865254E-1	-1,460099E-1	-1,444967E-1
2,638197E-1	-1,225766E-2	-7,653535E-1	1,719180E-1	-1,486529E+0	-4,865611E-1	-1,460815E-1	-1,445087E-1
2,637839E-1	-1,226958E-2	-7,653296E-1	1,719538E-1	-1,486934E+0	-4,865373E-1	-1,460338E-1	-1,445683E-1
2,637362E-1	-1,204308E-2	-7,653415E-1	1,718704E-1	-1,486827E+0	-4,865254E-1	-1,460457E-1	-1,444491E-1
2,636766E-1	-1,200732E-2	-7,653892E-1	1,718346E-1	-1,486934E+0	-4,864419E-1	-1,461768E-1	-1,444610E-1
2,637958E-1	-1,213845E-2	-7,654965E-1	1,718942E-1	-1,486708E+0	-4,863942E-1	-1,461292E-1	-1,445444E-1
2,637243E-1	-1,215037E-2	-7,654250E-1	1,718823E-1	-1,485480E+0	-4,864181E-1	-1,459742E-1	-1,443895E-1
2,637362E-1	-1,201924E-2	-7,652700E-1	1,720492E-1	-1,483787E+0	-4,864300E-1	-1,457954E-1	-1,444610E-1
2,637720E-1	-1,207885E-2	-7,653296E-1	1,719777E-1	-1,483203E+0	-4,863823E-1	-1,459623E-1	-1,444491E-1
2,637601E-1	-1,216229E-2	-7,654369E-1	1,718942E-1	-1,484610E+0	-4,865373E-1	-1,460815E-1	-1,445087E-1
